tuned_ls1,tuned_gs0,tuned_s0,tuned_vec,tuned_gs1,tuned_ls0,tuned_s1,compute_time,energy,timeouts,iterations
32,128,262144,2,128,4,4096,37.269504,35.42897989153033,60000,10
4,512,1024,2,256,2,32768,0.066656,41.55685157983333,60000,10
2,1024,4,4,16,64,2,24.221632,30.80516625400801,60000,10
8,16,8388608,2,256,8,65536,141.944832,40.67140711167877,60000,10
2,256,16384,2,64,256,4194304,0.113664,41.85099815441051,60000,10
1,32,33554432,4,64,4,131072,684.450816,61.176037585154354,60000,10
16,64,32768,2,16,32,512,533.4272,52.32658933997477,60000,10
32,4,128,4,128,1,512,1621.894112,102.77240921756596,60000,10
512,128,16,2,512,1,4194304,0.0,5826.701478916512,60000,10
2,1024,64,4,8,32,4,16.039936,33.8576523147677,60000,10
8,2,1048576,2,128,2,128,463.11424,52.97258618318704,60000,10
64,2,2,4,64,1,2048,0.0,2577.066938943061,60000,10
4,512,2,2,8,16,2097152,23.049216,32.31859769300877,60000,10
4,16,2048,2,32,1,1048576,0.0,3512.605402782596,60000,10
2,32,64,2,64,2,64,1.471488,34.234092318578945,60000,10
64,2,262144,2,512,1,256,412.645376,49.88388710243486,60000,10
2,128,2048,2,32,2,131072,0.017408,47.80097449652368,60000,10
2,64,4096,2,8,32,2,28.305408,32.239503168049175,60000,10
2,512,32768,4,32,4,4096,30.391296,37.33643986383699,60000,10
2,64,65536,2,4,1,1048576,506.426368,65.5546186518502,60000,10
2,16,1048576,2,128,1,8,164.200448,48.15884670494971,60000,10
1,8,4194304,4,1,1,1048576,110.775104,38.93694328623752,60000,10
32,8,2097152,2,128,2,4096,121.156608,38.24016584088356,60000,10
8,256,8192,4,512,64,128,948.925568,116.101544467215,60000,10
8,8,524288,2,64,4,256,133.295104,39.63267400013181,60000,10
4,128,32,2,4,4,8388608,1.447936,30.01678564770739,60000,10
64,128,64,4,512,1,32768,0.0,7273.366224574604,60000,10
2,1024,4194304,4,512,32,65536,2410.625088,211.6809497887651,60000,10
2,8,16384,2,512,1,8,526.780416,87.28614876524541,60000,10
2,2,8388608,2,2,2,1048576,491.369472,55.12674000803075,60000,10
256,4,4194304,2,1024,1,4194304,650.027008,69.42285435669265,60000,10
4,128,1048576,4,16,8,2048,11.631456,33.296943628662895,60000,10
2,128,8388608,2,512,16,1,92.680192,44.18903339768407,60000,10
1,64,1024,2,512,8,2,370.915328,65.47787226434858,60000,10
16,512,4,2,16,8,2097152,5.79056,34.87664699818071,60000,10
1,256,32768,4,8,2,4,11.973632,34.17090246312285,60000,10
32,128,4,4,256,32,8,154.136512,45.24514842761713,60000,10
8,128,16384,2,16,2,4,7.616512,31.46915116841328,60000,10
8,256,4,4,16,8,16777216,11.578368,32.61812429993892,60000,10
4,4,33554432,4,8,2,256,456.967168,51.053466743690485,60000,10
64,256,1048576,2,128,16,512,127.858688,43.18906341318894,60000,10
2,64,2048,2,8,1,128,15.333376,43.78928581656139,60000,10
64,128,1,4,64,8,16384,108.108736,37.779269101748575,60000,10
64,16,1,4,512,8,64,864.178176,76.38305339930884,60000,10
2,4,8388608,4,128,2,32768,252.47632,50.7163580582961,60000,10
1,8,4194304,4,2,8,262144,284.151808,48.47912435442321,60000,10
4,16,1024,4,128,8,16384,0.727136,32.517571172598814,60000,10
16,8,131072,4,64,2,8192,116.355072,38.40440582135063,60000,10
4,64,8,4,128,2,1048576,6.746112,38.2074636897178,60000,10
8,8,2048,4,32,2,4096,0.183296,45.98296830585333,60000,10
32,4,64,2,128,2,4194304,11.529216,33.17573280664446,60000,10
1,8,128,4,4,8,8388608,11.528128,33.03450994680157,60000,10
1,512,256,2,256,32,8388608,1.079296,32.78475850420821,60000,10
4,16,2,4,32,4,32768,190.599168,40.88899142383043,60000,10
8,1024,1048576,2,32,2,33554432,0.007168,44.27520526922825,60000,10
8,2,1024,2,128,1,2097152,0.0,2807.099479359508,60000,10
1,1,4194304,4,1,1,8388608,10019.079168,433.9963795327178,60000,10
2,1024,2,4,8,512,8,610.351104,59.59727359892832,60000,10
16,16,2,4,32,2,1048576,95.29856,35.305901691110485,60000,10
256,8,16,2,1024,2,33554432,28.783616,31.55692131545276,60000,10
4,256,16384,2,128,32,128,235.7288,48.61499495242432,60000,10
4,128,256,4,4,128,2048,6.705152,31.66577018148036,60000,10
16,1024,4194304,2,256,4,1024,108.929024,38.01548643115689,60000,10
16,32,33554432,2,64,1,1024,843.844608,64.08143940787015,60000,10
256,1024,4194304,2,1024,1,1048576,202.394624,45.19572301711269,60000,10
1,64,2097152,4,512,8,33554432,0.01024,45.56804993837136,60000,10
16,256,8192,4,32,1,8192,19.934208,33.48905822339896,60000,10
4,64,524288,2,256,8,1048576,0.00496,41.95576327110002,60000,10
2,512,262144,4,1024,32,2048,11322.52176,819.836367667705,60000,10
8,64,4194304,4,256,64,8,548.3776,71.67384341541819,60000,10
8,256,262144,2,16,8,65536,15.844352,31.82542554515144,60000,10
4,256,16777216,4,8,1,32768,431.813632,50.90726159707269,60000,10
2,512,8388608,4,2,16,524288,71.562144,34.118446215511135,60000,10
8,128,131072,4,512,16,262144,0.006144,41.83549491341442,60000,10
4,1024,1,4,512,128,2048,2260.497568,237.10772494817897,60000,10
4,16,524288,2,32,2,16777216,0.004096,44.94696821589294,60000,10
32,512,1024,2,64,8,8,27.319424,33.27080506359898,60000,10
16,32,8,2,64,8,16777216,46.09024,35.24351846721866,60000,10
2,64,131072,4,256,1,1048576,8714.943488,920.3403299440696,60000,10
256,1024,4,2,256,2,4,4.156416,37.54801053869088,60000,10
4,1024,8388608,2,8,2,2048,114.308096,36.32400691337706,60000,10
8,512,512,4,64,8,2097152,0.057344,42.12720940247543,60000,10
1,16,64,4,16,8,33554432,11.528192,30.936682084728005,60000,10
16,128,131072,2,1024,32,4,1193.412608,128.63080161567032,60000,10
1,64,64,2,1024,8,1048576,17.421312,43.00797092278499,60000,10
1,128,8388608,4,1,4,16384,71.099392,35.024221247461654,60000,10
8,512,16777216,4,512,128,524288,1051.982848,121.78742049168122,60000,10
1,512,2048,2,32,4,256,66.480256,39.48890336925565,60000,10
2,64,1,4,8,8,64,184.354816,38.847379767591846,60000,10
256,1024,16,2,512,4,8192,4.13184,32.058583982754264,60000,10
4,2,4,2,32,1,33554432,0.0,178.54875500574968,60000,10
2,512,64,2,256,4,262144,1.993728,31.33175838087788,60000,10
32,1024,512,2,32,2,16,4.456384,31.496259261924084,60000,10
128,64,524288,2,1024,2,16777216,0.004096,41.52709056802191,60000,10
2,1024,1048576,2,128,8,64,123.654144,43.17462785336045,60000,10
4,4,32,2,128,4,8,510.253056,58.9155210739154,60000,10
8,2,33554432,2,64,2,2097152,468.143104,55.9724095420856,60000,10
256,16,262144,2,1024,2,1024,209.972128,48.26492842244083,60000,10
2,1024,4096,2,128,16,8,97.451008,40.83152264058,60000,10
1,512,1024,2,64,64,33554432,0.211968,43.74022559977412,60000,10
1,256,524288,2,8,256,16384,126.182368,38.01792736671999,60000,10
16,1024,2097152,2,1024,2,8388608,0.05632,41.80440095628852,60000,10
2,4,2048,2,2,2,8,224.577728,39.96462016528972,60000,10
1,1024,16,2,64,64,33554432,8.351744,31.482659907750723,60000,10
8,64,524288,4,512,2,2097152,0.007168,41.3062612044678,60000,10
4,4,512,4,8,1,4194304,0.0,2477.732981153781,60000,10
1,512,1024,4,256,16,1024,0.265216,45.59500931532733,60000,10
64,1,65536,4,256,1,32768,1423.318912,87.8231814140079,60000,10
4,1024,2097152,4,256,4,256,132.144128,42.85826496883661,60000,10
128,128,1048576,4,256,4,8,67.398656,36.129737826658896,60000,10
2,64,8,2,1024,16,32,67.718976,38.15415308285843,60000,10
16,16,8192,2,256,4,32768,0.048992,40.337635643083495,60000,10
4,64,16,4,1024,64,2097152,151.57056,43.56479973408448,60000,10
1,4,131072,4,64,2,4,244.549632,49.51289465104784,60000,10
2,512,524288,2,2,512,262144,1011.060736,70.95799011024177,60000,10
4,64,8,2,256,16,65536,46.872736,33.70092164321311,60000,10
8,256,262144,2,1024,16,4096,1012.717568,108.88739741591814,60000,10
2,128,4,2,32,1,128,2041.582592,235.39481166789932,60000,10
1,512,16384,2,128,128,2097152,0.038912,41.0607586805419,60000,10
4,32,1024,2,1024,32,4194304,1.74592,30.44929448115752,60000,10
32,32,262144,2,512,4,33554432,0.004192,41.61181901466952,60000,10
4,16,1,4,16,2,16,184.367008,39.27336588257497,60000,10
32,32,262144,4,512,8,4096,257.707008,54.76489488810676,60000,10
32,512,65536,4,64,8,2048,34.63472,33.53407356498885,60000,10
64,128,8192,2,1024,16,262144,0.077824,41.38658251605722,60000,10
4,8,32768,4,64,8,8,134.956032,37.01076755455319,60000,10
2,16,2097152,2,1024,1,64,1037.909952,137.37037622519378,60000,10
512,32,8192,2,512,2,4096,178.880512,45.14576438107169,60000,10
1,4,1,4,1,4,8388608,1474.775008,91.06213433155185,60000,10
2,2,4194304,4,256,2,524288,642.570208,67.93122693479339,60000,10
8,64,1048576,2,512,4,524288,163.305472,47.15994541699324,60000,10
1,1024,1048576,4,8,256,131072,116.591776,35.9441129464,60000,10
4,512,512,2,1024,16,256,1027.587072,132.16741236010026,60000,10
4,128,8192,4,1024,8,16777216,0.03792,41.7056600216256,60000,10
8,1024,131072,4,64,1,2,16.6144,31.998118068180176,60000,10
16,64,8192,2,256,16,1,74.402816,34.47259487443766,60000,10
64,16,8,2,256,1,32,388.73792,58.33987125220151,60000,10
1,2,1,2,2,2,16384,1474.787328,88.7271826441178,60000,10
8,512,8,4,32,2,16,0.825152,30.79356377947447,60000,10
4,4,16,2,128,1,65536,0.0,3966.8123465084304,60000,10
1,512,64,2,512,1,2097152,0.0,6569.449558654551,60000,10
32,64,262144,2,1024,8,33554432,0.00512,46.75300250460512,60000,10
1,32,256,2,256,16,2,174.048288,46.74605052137756,60000,10
256,4,33554432,4,512,2,262144,1039.271936,80.63909207368411,60000,10
8,8,65536,2,32,2,16384,116.928512,37.8908624658166,60000,10
1,128,8388608,2,512,64,16777216,0.00512,48.27069904623412,60000,10
1,64,1024,2,1,4,1024,0.09408,45.38987173361,60000,10
4,64,2097152,4,64,1,2,81.57696,38.42450838008582,60000,10
8,8,262144,4,32,2,4096,116.999168,37.88317390308257,60000,10
2,16,262144,4,256,4,4194304,0.006144,50.25176979584402,60000,10
128,64,512,2,1024,8,131072,0.60928,32.23986912340291,60000,10
64,4,1,4,256,4,524288,1581.645824,100.16708743368416,60000,10
1,1024,128,4,128,4,1048576,0.97472,32.93612904112,60000,10
4,1024,32,4,512,16,16,9.264128,34.54376264835,60000,10
4,256,65536,2,256,32,16384,540.557312,78.62283380602794,60000,10
8,8,131072,4,8,4,1048576,0.009216,43.68458652453233,60000,10
1,4,2097152,2,1,2,2,238.60736,43.51910333045595,60000,10
8,16,16384,4,1024,4,32,294.9048,56.20721899427847,60000,10
64,1024,512,4,128,2,1,8.235008,33.2969034726732,60000,10
16,128,128,4,64,4,8192,0.36352,45.51801531669695,60000,10
4,1024,32,2,32,64,4194304,3.61984,32.4000308576,60000,10
128,8,512,4,1024,8,1048576,4.789248,33.86011764925438,60000,10
4,256,2048,2,512,128,4194304,1.189696,33.92881780127842,60000,10
8,8,64,2,512,1,2,187.977568,46.925312210984345,60000,10
32,32,8,2,32,32,32768,305.265664,46.48291874580336,60000,10
1,8,16,2,1024,2,8,2231.744512,257.33300720519424,60000,10
4,32,1048576,4,128,16,8192,128.39936,42.646116195689245,60000,10
2,64,16777216,2,1024,4,4194304,1094.125472,139.94729940668012,60000,10
2,128,1024,2,4,32,2097152,0.36352,45.8383808399608,60000,10
4,8,128,4,8,8,16384,11.528192,33.674234687160336,60000,10
8,512,2097152,2,512,1,32768,150.622208,47.250661641178105,60000,10
1,512,16384,4,32,16,2097152,0.008192,48.04798162741786,60000,10
2,1,1048576,4,128,1,2,909.39904,81.48122968155312,60000,10
1,1,128,2,8,1,1048576,0.0,2545.9069749779383,60000,10
1,128,65536,2,16,128,8,43.046848,33.28508378411566,60000,10
32,32,33554432,4,512,2,1024,628.296672,57.51918227756825,60000,10
1,64,131072,4,256,16,8192,516.753216,75.61185953548217,60000,10
1,512,2097152,2,1,8,1024,10.535936,37.42131239069719,60000,10
4,256,524288,4,512,1,1024,250.212352,59.10220352042757,60000,10
2,512,4194304,2,64,1,8,148.594688,43.6534680743606,60000,10
128,64,1048576,2,1024,1,1,81.751904,39.70739066955377,60000,10
2,64,16,4,256,8,4,335.446016,60.91152344588886,60000,10
1,16,8388608,4,128,2,64,369.490944,61.69611417844555,60000,10
2,64,32768,2,2,8,8,19.35872,31.65844474330019,60000,10
256,1024,256,4,256,1,1,21.164064,36.6511136540836,60000,10
2,64,128,2,2,1,65536,12854.131648,685.2094539566327,60000,10
2,512,1048576,4,8,8,1,4.317184,30.37190640033474,60000,10
4,16,32768,4,8,2,8,39.569408,32.3611933148938,60000,10
256,128,1,4,1024,2,524288,75.359232,40.50323388056,60000,10
64,256,2097152,4,512,1,8388608,2241.163264,159.3655846539232,60000,10
8,8,8,4,1024,1,4194304,0.0,5432.806952755385,60000,10
1,256,2097152,4,512,32,32768,1481.735168,141.89750546962676,60000,10
16,128,16384,4,256,2,16384,0.006272,43.795415904369335,60000,10
16,8,16384,4,512,2,524288,0.026592,43.51501299354056,60000,10
128,512,64,4,256,2,8192,0.272384,44.4527306910592,60000,10
32,64,32768,4,256,2,131072,0.00512,44.57222523352004,60000,10
16,256,131072,4,64,2,1024,8.0384,33.37233821787259,60000,10
16,256,33554432,2,128,2,128,460.063744,51.914110429059136,60000,10
2,4,64,4,64,2,2097152,11.528192,32.70795915392711,60000,10
1,8,16384,2,128,2,4194304,0.027648,43.34987031531081,60000,10
1,32,33554432,2,1,2,2097152,490.401792,52.44832127418464,60000,10
1,64,8192,4,1024,16,2097152,0.136192,45.357218303364654,60000,10
2,4,8388608,2,4,1,256,215.849984,42.10049898180137,60000,10
4,64,8192,2,1024,4,64,601.5744,83.51588052742741,60000,10
32,4,32,2,128,2,8,220.932096,41.61881834368552,60000,10
1,128,1,4,128,2,64,138.903552,42.17627843287201,60000,10
16,2,16384,2,1024,2,262144,0.093184,43.78364463967119,60000,10
16,16,524288,2,32,16,4194304,0.006144,43.61949064802511,60000,10
1,512,128,4,1,16,4,5.016544,32.02773969093708,60000,10
512,32,8192,2,1024,1,16777216,0.0,5365.505661517243,60000,10
4,8,1024,4,64,2,32768,0.36352,46.1615698619356,60000,10
64,8,131072,2,512,8,1,241.337344,45.591633450455056,60000,10
32,128,4,2,512,16,33554432,76.18048,42.56597120787098,60000,10
2,512,2097152,2,32,128,262144,102.64576,39.14682368960555,60000,10
64,64,524288,2,1024,2,16777216,0.004096,45.225522854744,60000,10
4,1024,33554432,2,32,256,16777216,1173.456896,86.7868125823911,60000,10
2,32,8192,4,16,2,8192,0.015328,44.25996091988876,60000,10
16,4,256,4,512,4,1,292.445184,48.421755262039,60000,10
2,64,64,2,256,2,2097152,2.127872,33.18403937192843,60000,10
4,16,8192,2,1024,1,16,601.720992,92.00713561687888,60000,10
64,32,1024,4,256,2,4194304,0.093184,48.06770106382402,60000,10
8,64,256,4,256,1,16777216,0.0,1002.6332265080116,60000,10
2,256,16384,4,512,1,65536,7618.394272,909.859881960831,60000,10
32,64,64,4,512,32,4096,19.130368,35.56530050651379,60000,10
4,128,32,4,4,8,4,32.668672,34.697112878077945,60000,10
8,512,16384,4,64,16,2048,68.954976,40.52938683516916,60000,10
4,512,33554432,4,64,64,64,854.460416,75.20557611371379,60000,10
4,2,65536,4,64,2,512,450.43712,54.08004540505391,60000,10
1,1024,131072,4,256,1,16777216,0.0,1001.6545736145164,60000,10
2,128,1,2,1024,32,524288,991.100928,132.86939848105342,60000,10
4,64,2097152,2,64,4,8388608,0.004096,46.069426795203206,60000,10
1,256,128,2,512,256,32768,32.931648,35.417936453666655,60000,10
1,4,2097152,2,32,4,256,332.714912,48.49681653676125,60000,10
1,256,65536,2,4,16,8192,17.955872,32.779912799209654,60000,10
1,1024,131072,2,1,16,4194304,0.004064,46.856467582413146,60000,10
8,1,16384,4,1024,1,4194304,0.0,3559.4436264038136,60000,10
2,1024,32,2,4,32,8192,1.447936,31.314275332398587,60000,10
4,16,8192,4,512,8,4,267.644928,49.17190680505446,60000,10
1,1024,64,2,32,512,1,115.234816,37.50057071260875,60000,10
4,64,2,4,16,64,128,774.811648,62.87592790343841,60000,10
16,2,131072,2,512,1,4096,414.22848,55.06081764356573,60000,10
16,128,8192,4,512,4,65536,0.013312,43.048069624311424,60000,10
8,64,128,4,512,1,4,139.10736,46.93830618967723,60000,10
2,512,32,2,2,512,2097152,76.280832,33.63555806313312,60000,10
16,1024,2,4,16,1,131072,0.0,5776.171987479577,60000,10
1,64,262144,2,128,1,32768,253.523968,62.708677773296486,60000,10
256,512,16,4,256,1,64,313.096192,64.31998198762498,60000,10
8,512,512,4,64,32,8,136.298496,46.50970602070191,60000,10
2,128,131072,2,128,2,16,147.887104,45.37095954543545,60000,10
16,16,8192,4,256,8,1048576,0.093184,48.22261114745973,60000,10
16,1024,524288,2,256,64,32768,572.896256,79.8112508061388,60000,10
4,128,131072,2,16,4,32768,15.588352,33.427617789214985,60000,10
4,256,256,4,512,1,4194304,0.0,6741.691949540126,60000,10
64,1024,2097152,2,512,16,1024,594.846752,87.66214198680694,60000,10
2,64,1024,4,64,32,524288,0.731136,34.50414324656638,60000,10
2,1024,16384,2,512,1,4,474.820608,91.39139407871684,60000,10
16,8,33554432,4,1024,8,524288,545.136608,76.62114397953123,60000,10
32,64,2,4,32,32,16384,618.215424,61.916165127231984,60000,10
4,16,16,2,16,8,32,46.273536,38.86273121074376,60000,10
8,256,2097152,2,256,1,512,93.697024,54.4186781372526,60000,10
2,8,262144,2,128,1,4194304,6335.699968,541.5639007120552,60000,10
1,128,512,2,8,32,16,28.66176,38.89290697876103,60000,10
1,16,4,4,8,16,2048,370.491392,52.74060977666186,60000,10
2,16,8192,2,16,4,1,93.683744,41.65504328268666,60000,10
64,128,131072,4,1024,4,4096,248.211456,54.17098438263054,60000,10
256,4,4,2,1024,4,33554432,612.931456,62.00283493892488,60000,10
8,128,1048576,4,256,1,33554432,0.0,622.2741093431496,60000,10
32,32,8388608,4,128,32,4194304,0.004064,43.77497485772162,60000,10
2,256,2048,2,4,4,32768,0.01536,44.47769427036214,60000,10
8,1024,8388608,2,8,2,32768,123.51696,37.91183672701671,60000,10
32,4,16384,2,128,2,1048576,0.049152,44.68206953876934,60000,10
1,64,256,4,32,32,64,424.782848,56.66354903591997,60000,10
128,32,4194304,2,128,4,16384,121.002112,40.00275727160449,60000,10
64,8,4,4,256,4,4194304,187.474944,40.51326600653072,60000,10
2,128,8,4,256,128,64,231.199712,53.50840241484445,60000,10
1,1024,256,2,32,1,64,59.84256,38.869490291954016,60000,10
4,64,524288,2,32,4,8192,23.062528,35.60128202790946,60000,10
8,1,16384,4,8,1,4,886.597632,69.3132177842033,60000,10
128,256,128,2,1024,2,4096,0.499712,32.01411675932655,60000,10
